T:0.007	nS:9850	nE:0	nI:150	nP:0	nR:0	nF:0	node:[4048]	S -> E
T:0.016	nS:9849	nE:1	nI:150	nP:0	nR:0	nF:0	node:[5995]	I -> R
T:0.038	nS:9849	nE:1	nI:149	nP:0	nR:1	nF:0	node:[4987]	S -> E
T:0.044	nS:9848	nE:2	nI:149	nP:0	nR:1	nF:0	node:[8752]	I -> R
T:0.055	nS:9848	nE:2	nI:148	nP:0	nR:2	nF:0	node:[1987]	S -> E
T:0.078	nS:9847	nE:3	nI:148	nP:0	nR:2	nF:0	node:[3682]	S -> E
T:0.084	nS:9846	nE:4	nI:148	nP:0	nR:2	nF:0	node:[1405]	S -> E
T:0.094	nS:9845	nE:5	nI:148	nP:0	nR:2	nF:0	node:[4420]	I -> R
T:0.095	nS:9845	nE:5	nI:147	nP:0	nR:3	nF:0	node:[7218]	S -> E
T:0.112	nS:9844	nE:6	nI:147	nP:0	nR:3	nF:0	node:[5294]	I -> R
T:0.121	nS:9844	nE:6	nI:146	nP:0	nR:4	nF:0	node:[467]	S -> E
T:0.121	nS:9843	nE:7	nI:146	nP:0	nR:4	nF:0	node:[5984]	S -> E
T:0.150	nS:9842	nE:8	nI:146	nP:0	nR:4	nF:0	node:[234]	S -> E
T:0.165	nS:9841	nE:9	nI:146	nP:0	nR:4	nF:0	node:[7997]	I -> R
T:0.167	nS:9841	nE:9	nI:145	nP:0	nR:5	nF:0	node:[7004]	S -> E
T:0.178	nS:9840	nE:10	nI:145	nP:0	nR:5	nF:0	node:[2447]	S -> E
T:0.185	nS:9839	nE:11	nI:145	nP:0	nR:5	nF:0	node:[7891]	I -> R
T:0.190	nS:9839	nE:11	nI:144	nP:0	nR:6	nF:0	node:[2496]	I -> R
T:0.197	nS:9839	nE:11	nI:143	nP:0	nR:7	nF:0	node:[467]	E -> I
T:0.197	nS:9839	nE:10	nI:144	nP:0	nR:7	nF:0	node:[9734]	S -> E
T:0.199	nS:9838	nE:11	nI:144	nP:0	nR:7	nF:0	node:[8615]	I -> R
T:0.205	nS:9838	nE:11	nI:143	nP:0	nR:8	nF:0	node:[3195]	S -> E
T:0.220	nS:9837	nE:12	nI:143	nP:0	nR:8	nF:0	node:[6506]	S -> E
T:0.220	nS:9836	nE:13	nI:143	nP:0	nR:8	nF:0	node:[1228]	S -> E
T:0.248	nS:9835	nE:14	nI:143	nP:0	nR:8	nF:0	node:[5819]	I -> R
T:0.248	nS:9835	nE:14	nI:142	nP:0	nR:9	nF:0	node:[7843]	S -> E
T:0.250	nS:9834	nE:15	nI:142	nP:0	nR:9	nF:0	node:[6930]	S -> E
T:0.254	nS:9833	nE:16	nI:142	nP:0	nR:9	nF:0	node:[7218]	E -> I
T:0.261	nS:9833	nE:15	nI:143	nP:0	nR:9	nF:0	node:[6744]	I -> R
