T:0.008	nS:9850	nE:0	nI:150	nP:0	nR:0	nF:0	node:[4266]	S -> E
T:0.019	nS:9849	nE:1	nI:150	nP:0	nR:0	nF:0	node:[6242]	I -> R
T:0.043	nS:9849	nE:1	nI:149	nP:0	nR:1	nF:0	node:[5320]	S -> E
T:0.050	nS:9848	nE:2	nI:149	nP:0	nR:1	nF:0	node:[8948]	I -> R
T:0.062	nS:9848	nE:2	nI:148	nP:0	nR:2	nF:0	node:[1996]	S -> E
T:0.088	nS:9847	nE:3	nI:148	nP:0	nR:2	nF:0	node:[3836]	S -> E
T:0.094	nS:9846	nE:4	nI:148	nP:0	nR:2	nF:0	node:[1428]	S -> E
T:0.106	nS:9845	nE:5	nI:148	nP:0	nR:2	nF:0	node:[5021]	I -> R
T:0.107	nS:9845	nE:5	nI:147	nP:0	nR:3	nF:0	node:[7482]	S -> E
T:0.126	nS:9844	nE:6	nI:147	nP:0	nR:3	nF:0	node:[5995]	I -> R
T:0.136	nS:9844	nE:6	nI:146	nP:0	nR:4	nF:0	node:[449]	S -> E
T:0.136	nS:9843	nE:7	nI:146	nP:0	nR:4	nF:0	node:[6291]	S -> E
T:0.169	nS:9842	nE:8	nI:146	nP:0	nR:4	nF:0	node:[247]	S -> E
T:0.185	nS:9841	nE:9	nI:146	nP:0	nR:4	nF:0	node:[8286]	I -> R
T:0.188	nS:9841	nE:9	nI:145	nP:0	nR:5	nF:0	node:[7291]	S -> E
T:0.200	nS:9840	nE:10	nI:145	nP:0	nR:5	nF:0	node:[2494]	S -> E
T:0.208	nS:9839	nE:11	nI:145	nP:0	nR:5	nF:0	node:[8131]	I -> R
T:0.214	nS:9839	nE:11	nI:144	nP:0	nR:6	nF:0	node:[2957]	I -> R
T:0.221	nS:9839	nE:11	nI:143	nP:0	nR:7	nF:0	node:[755]	I -> R
T:0.221	nS:9839	nE:11	nI:142	nP:0	nR:8	nF:0	node:[7291]	E -> I
T:0.223	nS:9839	nE:10	nI:143	nP:0	nR:8	nF:0	node:[8752]	I -> R
T:0.230	nS:9839	nE:10	nI:142	nP:0	nR:9	nF:0	node:[3345]	S -> E
T:0.247	nS:9838	nE:11	nI:142	nP:0	nR:9	nF:0	node:[6900]	S -> E
T:0.247	nS:9837	nE:12	nI:142	nP:0	nR:9	nF:0	node:[1257]	S -> E
T:0.279	nS:9836	nE:13	nI:142	nP:0	nR:9	nF:0	node:[6216]	I -> R
T:0.279	nS:9836	nE:13	nI:141	nP:0	nR:10	nF:0	node:[8303]	S -> E
T:0.281	nS:9835	nE:14	nI:141	nP:0	nR:10	nF:0	node:[7272]	S -> E
T:0.285	nS:9834	nE:15	nI:141	nP:0	nR:10	nF:0	node:[1152]	I -> R
T:0.294	nS:9834	nE:15	nI:140	nP:0	nR:11	nF:0	node:[7098]	I -> R
T:0.317	nS:9834	nE:15	nI:139	nP:0	nR:12	nF:0	node:[6172]	I -> R
T:0.318	nS:9834	nE:15	nI:138	nP:0	nR:13	nF:0	node:[5070]	S -> E
T:0.325	nS:9833	nE:16	nI:138	nP:0	nR:13	nF:0	node:[4890]	S -> E
T:0.335	nS:9832	nE:17	nI:138	nP:0	nR:13	nF:0	node:[6900]	E -> I
T:0.344	nS:9832	nE:16	nI:139	nP:0	nR:13	nF:0	node:[3224]	I -> R
T:0.360	nS:9832	nE:16	nI:138	nP:0	nR:14	nF:0	node:[4904]	S -> E
T:0.361	nS:9831	nE:17	nI:138	nP:0	nR:14	nF:0	node:[1071]	I -> R
T:0.383	nS:9831	nE:17	nI:137	nP:0	nR:15	nF:0	node:[9942]	S -> E
T:0.400	nS:9830	nE:18	nI:137	nP:0	nR:15	nF:0	node:[3912]	I -> R
T:0.404	nS:9830	nE:18	nI:136	nP:0	nR:16	nF:0	node:[4339]	S -> E
T:0.424	nS:9829	nE:19	nI:136	nP:0	nR:16	nF:0	node:[7129]	S -> E
T:0.426	nS:9828	nE:20	nI:136	nP:0	nR:16	nF:0	node:[2505]	S -> E
T:0.450	nS:9827	nE:21	nI:136	nP:0	nR:16	nF:0	node:[420]	S -> E
T:0.453	nS:9826	nE:22	nI:136	nP:0	nR:16	nF:0	node:[3367]	S -> E
T:0.456	nS:9825	nE:23	nI:136	nP:0	nR:16	nF:0	node:[675]	S -> E
T:0.474	nS:9824	nE:24	nI:136	nP:0	nR:16	nF:0	node:[6291]	E -> I
T:0.506	nS:9824	nE:23	nI:137	nP:0	nR:16	nF:0	node:[133]	S -> E
T:0.508	nS:9823	nE:24	nI:137	nP:0	nR:16	nF:0	node:[770]	I -> R
T:0.527	nS:9823	nE:24	nI:136	nP:0	nR:17	nF:0	node:[9138]	S -> E
