T:0.007	nS:9850	nQ:0	nE:0	nI:150	nP:0	nR:0	nF:0	node:[2418]	I -> R
T:0.446	nS:9832	nQ:0	nE:18	nI:135	nP:0	nR:15	nF:0	node:[9785]	S -> E
T:0.449	nS:9831	nQ:0	nE:19	nI:135	nP:0	nR:15	nF:0	node:[7488]	S -> E
T:0.457	nS:9830	nQ:0	nE:20	nI:135	nP:0	nR:15	nF:0	node:[7204]	I -> P
T:0.472	nS:9830	nQ:0	nE:20	nI:134	nP:1	nR:15	nF:0	node:[6738]	I -> R
T:0.477	nS:9830	nQ:0	nE:20	nI:133	nP:1	nR:16	nF:0	node:[5238]	S -> E
T:0.483	nS:9829	nQ:0	nE:21	nI:133	nP:1	nR:16	nF:0	node:[0]	S -> E
T:0.495	nS:9828	nQ:0	nE:22	nI:133	nP:1	nR:16	nF:0	node:[6865]	S -> E
T:0.496	nS:9827	nQ:0	nE:23	nI:133	nP:1	nR:16	nF:0	node:[797]	I -> R
T:0.504	nS:9827	nQ:0	nE:23	nI:132	nP:1	nR:17	nF:0	node:[3918]	I -> R
T:0.505	nS:9827	nQ:0	nE:23	nI:131	nP:1	nR:18	nF:0	node:[5135]	S -> E
T:0.506	nS:9826	nQ:0	nE:24	nI:131	nP:1	nR:18	nF:0	node:[7686]	S -> E
T:0.509	nS:9825	nQ:0	nE:25	nI:131	nP:1	nR:18	nF:0	node:[2465]	S -> E
T:0.513	nS:9824	nQ:0	nE:26	nI:131	nP:1	nR:18	nF:0	node:[7927]	E -> I
T:0.528	nS:9824	nQ:0	nE:25	nI:132	nP:1	nR:18	nF:0	node:[2978]	S -> E
T:0.531	nS:9823	nQ:0	nE:26	nI:132	nP:1	nR:18	nF:0	node:[2745]	I -> R
T:0.544	nS:9823	nQ:0	nE:26	nI:131	nP:1	nR:19	nF:0	node:[2796]	S -> E
T:0.547	nS:9822	nQ:0	nE:27	nI:131	nP:1	nR:19	nF:0	node:[7580]	S -> E
T:0.549	nS:9821	nQ:0	nE:28	nI:131	nP:1	nR:19	nF:0	node:[3345]	S -> E
T:0.568	nS:9820	nQ:0	nE:29	nI:131	nP:1	nR:19	nF:0	node:[2000]	S -> E
T:0.571	nS:9819	nQ:0	nE:30	nI:131	nP:1	nR:19	nF:0	node:[476]	S -> E
T:0.574	nS:9818	nQ:0	nE:31	nI:131	nP:1	nR:19	nF:0	node:[1494]	S -> E
T:0.590	nS:9817	nQ:0	nE:32	nI:131	nP:1	nR:19	nF:0	node:[2732]	I -> R
T:0.622	nS:9817	nQ:0	nE:32	nI:130	nP:1	nR:20	nF:0	node:[3446]	S -> E
T:0.634	nS:9816	nQ:0	nE:33	nI:130	nP:1	nR:20	nF:0	node:[714]	I -> P
T:0.641	nS:9816	nQ:0	nE:33	nI:129	nP:2	nR:20	nF:0	node:[150]	S -> E
T:0.642	nS:9815	nQ:0	nE:34	nI:129	nP:2	nR:20	nF:0	node:[9781]	I -> R
T:0.660	nS:9815	nQ:0	nE:34	nI:128	nP:2	nR:21	nF:0	node:[8624]	S -> E
T:0.666	nS:9814	nQ:0	nE:35	nI:128	nP:2	nR:21	nF:0	node:[3912]	I -> R
T:0.682	nS:9814	nQ:0	nE:35	nI:127	nP:2	nR:22	nF:0	node:[7635]	S -> E
T:0.683	nS:9813	nQ:0	nE:36	nI:127	nP:2	nR:22	nF:0	node:[8315]	S -> E
T:0.687	nS:9812	nQ:0	nE:37	nI:127	nP:2	nR:22	nF:0	node:[8220]	S -> E
T:0.690	nS:9811	nQ:0	nE:38	nI:127	nP:2	nR:22	nF:0	node:[8454]	S -> E
T:0.692	nS:9810	nQ:0	nE:39	nI:127	nP:2	nR:22	nF:0	node:[3266]	S -> E
T:0.695	nS:9809	nQ:0	nE:40	nI:127	nP:2	nR:22	nF:0	node:[9123]	I -> R
T:0.697	nS:9809	nQ:0	nE:40	nI:126	nP:2	nR:23	nF:0	node:[9744]	I -> R
T:0.755	nS:9809	nQ:0	nE:40	nI:125	nP:2	nR:24	nF:0	node:[4638]	S -> E
T:0.764	nS:9808	nQ:0	nE:41	nI:125	nP:2	nR:24	nF:0	node:[7226]	S -> E
T:0.777	nS:9807	nQ:0	nE:42	nI:125	nP:2	nR:24	nF:0	node:[6826]	S -> E
T:0.799	nS:9806	nQ:0	nE:43	nI:125	nP:2	nR:24	nF:0	node:[9359]	I -> R
T:0.805	nS:9806	nQ:0	nE:43	nI:124	nP:2	nR:25	nF:0	node:[5857]	S -> E
T:0.808	nS:9805	nQ:0	nE:44	nI:124	nP:2	nR:25	nF:0	node:[7024]	S -> E
T:0.818	nS:9804	nQ:0	nE:45	nI:124	nP:2	nR:25	nF:0	node:[6837]	S -> E
T:0.831	nS:9803	nQ:0	nE:46	nI:124	nP:2	nR:25	nF:0	node:[3264]	I -> R
T:0.843	nS:9803	nQ:0	nE:46	nI:123	nP:2	nR:26	nF:0	node:[8291]	I -> P
T:0.849	nS:9803	nQ:0	nE:46	nI:122	nP:3	nR:26	nF:0	node:[5281]	S -> E
T:0.850	nS:9802	nQ:0	nE:47	nI:122	nP:3	nR:26	nF:0	node:[4363]	S -> E
T:0.855	nS:9801	nQ:0	nE:48	nI:122	nP:3	nR:26	nF:0	node:[4464]	I -> R
T:0.858	nS:9801	nQ:0	nE:48	nI:121	nP:3	nR:27	nF:0	node:[4984]	I -> R
T:0.882	nS:9801	nQ:0	nE:48	nI:120	nP:3	nR:28	nF:0	node:[4481]	S -> E
T:0.888	nS:9800	nQ:0	nE:49	nI:120	nP:3	nR:28	nF:0	node:[8285]	S -> E
T:0.896	nS:9799	nQ:0	nE:50	nI:120	nP:3	nR:28	nF:0	node:[7956]	S -> E
T:0.902	nS:9798	nQ:0	nE:51	nI:120	nP:3	nR:28	nF:0	node:[7675]	S -> E
T:0.904	nS:9797	nQ:0	nE:52	nI:120	nP:3	nR:28	nF:0	node:[7499]	S -> E
T:0.906	nS:9796	nQ:0	nE:53	nI:120	nP:3	nR:28	nF:0	node:[8914]	S -> E
T:0.932	nS:9795	nQ:0	nE:54	nI:120	nP:3	nR:28	nF:0	node:[8315]	E -> I
T:0.948	nS:9795	nQ:0	nE:53	nI:121	nP:3	nR:28	nF:0	node:[5531]	I -> R
T:0.967	nS:9795	nQ:0	nE:53	nI:120	nP:3	nR:29	nF:0	node:[1209]	S -> E
T:1.015	nS:9794	nQ:0	nE:54	nI:120	nP:3	nR:29	nF:0	node:[6926]	I -> P
T:1.018	nS:9794	nQ:0	nE:54	nI:119	nP:4	nR:29	nF:0	node:[7742]	I -> R
T:1.026	nS:9794	nQ:0	nE:54	nI:118	nP:4	nR:30	nF:0	node:[8250]	S -> E
T:1.027	nS:9793	nQ:0	nE:55	nI:118	nP:4	nR:30	nF:0	node:[8625]	S -> E
T:1.036	nS:9792	nQ:0	nE:56	nI:118	nP:4	nR:30	nF:0	node:[3007]	S -> E
T:1.044	nS:9791	nQ:0	nE:57	nI:118	nP:4	nR:30	nF:0	node:[3337]	I -> R
T:1.064	nS:9791	nQ:0	nE:57	nI:117	nP:4	nR:31	nF:0	node:[2494]	S -> E
T:1.068	nS:9790	nQ:0	nE:58	nI:117	nP:4	nR:31	nF:0	node:[9614]	S -> E
T:1.080	nS:9789	nQ:0	nE:59	nI:117	nP:4	nR:31	nF:0	node:[2556]	S -> E
T:1.100	nS:9788	nQ:0	nE:60	nI:117	nP:4	nR:31	nF:0	node:[2239]	S -> E
T:1.105	nS:9787	nQ:0	nE:61	nI:117	nP:4	nR:31	nF:0	node:[1603]	S -> E
T:1.106	nS:9786	nQ:0	nE:62	nI:117	nP:4	nR:31	nF:0	node:[1454]	S -> E
T:1.109	nS:9785	nQ:0	nE:63	nI:117	nP:4	nR:31	nF:0	node:[6216]	I -> P
T:1.118	nS:9785	nQ:0	nE:63	nI:116	nP:5	nR:31	nF:0	node:[8519]	S -> E
T:1.124	nS:9784	nQ:0	nE:64	nI:116	nP:5	nR:31	nF:0	node:[1207]	I -> P
T:1.127	nS:9784	nQ:0	nE:64	nI:115	nP:6	nR:31	nF:0	node:[2897]	I -> P
T:1.139	nS:9784	nQ:0	nE:64	nI:114	nP:7	nR:31	nF:0	node:[4239]	S -> E
T:1.147	nS:9783	nQ:0	nE:65	nI:114	nP:7	nR:31	nF:0	node:[8467]	I -> R
T:1.172	nS:9783	nQ:0	nE:65	nI:113	nP:7	nR:32	nF:0	node:[5521]	E -> I
T:1.173	nS:9783	nQ:0	nE:64	nI:114	nP:7	nR:32	nF:0	node:[2794]	S -> E
T:1.173	nS:9782	nQ:0	nE:65	nI:114	nP:7	nR:32	nF:0	node:[1512]	S -> E
T:1.198	nS:9781	nQ:0	nE:66	nI:114	nP:7	nR:32	nF:0	node:[7024]	E -> I
T:1.199	nS:9781	nQ:0	nE:65	nI:115	nP:7	nR:32	nF:0	node:[8032]	I -> R
T:1.202	nS:9781	nQ:0	nE:65	nI:114	nP:7	nR:33	nF:0	node:[2251]	I -> R
T:1.225	nS:9781	nQ:0	nE:65	nI:113	nP:7	nR:34	nF:0	node:[8044]	S -> E
T:1.235	nS:9780	nQ:0	nE:66	nI:113	nP:7	nR:34	nF:0	node:[9740]	S -> E
T:1.237	nS:9779	nQ:0	nE:67	nI:113	nP:7	nR:34	nF:0	node:[9871]	S -> E
T:1.241	nS:9778	nQ:0	nE:68	nI:113	nP:7	nR:34	nF:0	node:[4638]	E -> I
T:1.266	nS:9778	nQ:0	nE:67	nI:114	nP:7	nR:34	nF:0	node:[1648]	S -> E
T:1.296	nS:9777	nQ:0	nE:68	nI:114	nP:7	nR:34	nF:0	node:[1554]	S -> E
T:1.312	nS:9776	nQ:0	nE:69	nI:114	nP:7	nR:34	nF:0	node:[5294]	I -> R
T:1.319	nS:9776	nQ:0	nE:69	nI:113	nP:7	nR:35	nF:0	node:[8044]	E -> I
T:1.325	nS:9776	nQ:0	nE:68	nI:114	nP:7	nR:35	nF:0	node:[568]	S -> E
T:1.331	nS:9775	nQ:0	nE:69	nI:114	nP:7	nR:35	nF:0	node:[2956]	I -> R
T:1.339	nS:9775	nQ:0	nE:69	nI:113	nP:7	nR:36	nF:0	node:[9845]	I -> R
T:1.349	nS:9775	nQ:0	nE:69	nI:112	nP:7	nR:37	nF:0	node:[826]	S -> E
T:1.362	nS:9774	nQ:0	nE:70	nI:112	nP:7	nR:37	nF:0	node:[5021]	I -> R
T:1.367	nS:9774	nQ:0	nE:70	nI:111	nP:7	nR:38	nF:0	node:[6728]	S -> E
T:1.379	nS:9773	nQ:0	nE:71	nI:111	nP:7	nR:38	nF:0	node:[4305]	I -> P
T:1.383	nS:9773	nQ:0	nE:71	nI:110	nP:8	nR:38	nF:0	node:[6996]	S -> E
T:1.388	nS:9772	nQ:0	nE:72	nI:110	nP:8	nR:38	nF:0	node:[7891]	I -> R
T:1.396	nS:9772	nQ:0	nE:72	nI:109	nP:8	nR:39	nF:0	node:[7913]	S -> E
T:1.398	nS:9771	nQ:0	nE:73	nI:109	nP:8	nR:39	nF:0	node:[2046]	I -> R
T:1.398	nS:9771	nQ:0	nE:73	nI:108	nP:8	nR:40	nF:0	node:[6724]	S -> E
T:1.408	nS:9770	nQ:0	nE:74	nI:108	nP:8	nR:40	nF:0	node:[1913]	I -> R
T:1.409	nS:9770	nQ:0	nE:74	nI:107	nP:8	nR:41	nF:0	node:[4820]	S -> E
T:1.420	nS:9769	nQ:0	nE:75	nI:107	nP:8	nR:41	nF:0	node:[659]	I -> R
T:1.443	nS:9769	nQ:0	nE:75	nI:106	nP:8	nR:42	nF:0	node:[4564]	S -> E
T:1.460	nS:9768	nQ:0	nE:76	nI:106	nP:8	nR:42	nF:0	node:[9302]	S -> E
T:1.461	nS:9767	nQ:0	nE:77	nI:106	nP:8	nR:42	nF:0	node:[6708]	S -> E
T:1.471	nS:9766	nQ:0	nE:78	nI:106	nP:8	nR:42	nF:0	node:[7456]	I -> P
T:1.476	nS:9766	nQ:0	nE:78	nI:105	nP:9	nR:42	nF:0	node:[2458]	S -> E
T:1.487	nS:9765	nQ:0	nE:79	nI:105	nP:9	nR:42	nF:0	node:[6103]	S -> E
T:1.492	nS:9764	nQ:0	nE:80	nI:105	nP:9	nR:42	nF:0	node:[4182]	I -> R
T:1.505	nS:9764	nQ:0	nE:80	nI:104	nP:9	nR:43	nF:0	node:[6950]	I -> R
T:1.509	nS:9764	nQ:0	nE:80	nI:103	nP:9	nR:44	nF:0	node:[2137]	E -> I
T:1.526	nS:9764	nQ:0	nE:79	nI:104	nP:9	nR:44	nF:0	node:[1554]	E -> I
T:1.534	nS:9764	nQ:0	nE:78	nI:105	nP:9	nR:44	nF:0	node:[6552]	S -> E
T:1.575	nS:9763	nQ:0	nE:79	nI:105	nP:9	nR:44	nF:0	node:[2738]	S -> E
T:1.597	nS:9762	nQ:0	nE:80	nI:105	nP:9	nR:44	nF:0	node:[928]	I -> R
T:1.602	nS:9762	nQ:0	nE:80	nI:104	nP:9	nR:45	nF:0	node:[8914]	E -> I
T:1.611	nS:9762	nQ:0	nE:79	nI:105	nP:9	nR:45	nF:0	node:[705]	I -> R
T:1.637	nS:9762	nQ:0	nE:79	nI:104	nP:9	nR:46	nF:0	node:[8914]	I -> P
T:1.682	nS:9762	nQ:0	nE:79	nI:103	nP:10	nR:46	nF:0	node:[714]	P -> R
T:1.697	nS:9762	nQ:0	nE:79	nI:103	nP:9	nR:47	nF:0	node:[4081]	S -> E
T:1.703	nS:9761	nQ:0	nE:80	nI:103	nP:9	nR:47	nF:0	node:[9837]	I -> R
T:1.704	nS:9761	nQ:0	nE:80	nI:102	nP:9	nR:48	nF:0	node:[467]	S -> E
T:1.705	nS:9760	nQ:0	nE:81	nI:102	nP:9	nR:48	nF:0	node:[1134]	I -> R
T:1.706	nS:9760	nQ:0	nE:81	nI:101	nP:9	nR:49	nF:0	node:[492]	S -> E
T:1.712	nS:9759	nQ:0	nE:82	nI:101	nP:9	nR:49	nF:0	node:[6314]	S -> E
T:1.712	nS:9758	nQ:0	nE:83	nI:101	nP:9	nR:49	nF:0	node:[3189]	S -> E
T:1.713	nS:9757	nQ:0	nE:84	nI:101	nP:9	nR:49	nF:0	node:[6353]	S -> E
T:1.714	nS:9756	nQ:0	nE:85	nI:101	nP:9	nR:49	nF:0	node:[467]	E -> I
T:1.722	nS:9756	nQ:0	nE:84	nI:102	nP:9	nR:49	nF:0	node:[7472]	S -> E
T:1.729	nS:9755	nQ:0	nE:85	nI:102	nP:9	nR:49	nF:0	node:[8343]	I -> R
T:1.734	nS:9755	nQ:0	nE:85	nI:101	nP:9	nR:50	nF:0	node:[7488]	E -> I
T:1.740	nS:9755	nQ:0	nE:84	nI:102	nP:9	nR:50	nF:0	node:[5195]	S -> E
T:1.762	nS:9754	nQ:0	nE:85	nI:102	nP:9	nR:50	nF:0	node:[5995]	I -> R
T:1.776	nS:9754	nQ:0	nE:85	nI:101	nP:9	nR:51	nF:0	node:[9042]	S -> E
T:1.818	nS:9753	nQ:0	nE:86	nI:101	nP:9	nR:51	nF:0	node:[2738]	E -> I
T:1.829	nS:9753	nQ:0	nE:85	nI:102	nP:9	nR:51	nF:0	node:[9914]	S -> E
T:1.850	nS:9752	nQ:0	nE:86	nI:102	nP:9	nR:51	nF:0	node:[8381]	S -> E
T:1.851	nS:9751	nQ:0	nE:87	nI:102	nP:9	nR:51	nF:0	node:[160]	S -> E
T:1.851	nS:9750	nQ:0	nE:88	nI:102	nP:9	nR:51	nF:0	node:[9871]	E -> I
T:1.877	nS:9750	nQ:0	nE:87	nI:103	nP:9	nR:51	nF:0	node:[5603]	S -> E
T:1.884	nS:9749	nQ:0	nE:88	nI:103	nP:9	nR:51	nF:0	node:[1554]	I -> R
T:1.901	nS:9749	nQ:0	nE:88	nI:102	nP:9	nR:52	nF:0	node:[8988]	S -> E
T:1.901	nS:9748	nQ:0	nE:89	nI:102	nP:9	nR:52	nF:0	node:[5072]	I -> R
T:1.906	nS:9748	nQ:0	nE:89	nI:101	nP:9	nR:53	nF:0	node:[8729]	S -> E
T:1.910	nS:9747	nQ:0	nE:90	nI:101	nP:9	nR:53	nF:0	node:[7951]	E -> I
T:1.950	nS:9747	nQ:0	nE:89	nI:102	nP:9	nR:53	nF:0	node:[7768]	I -> R
T:1.950	nS:9747	nQ:0	nE:89	nI:101	nP:9	nR:54	nF:0	node:[7513]	S -> E
T:1.952	nS:9746	nQ:0	nE:90	nI:101	nP:9	nR:54	nF:0	node:[9180]	S -> E
T:1.954	nS:9745	nQ:0	nE:91	nI:101	nP:9	nR:54	nF:0	node:[2239]	E -> I
T:1.956	nS:9745	nQ:0	nE:90	nI:102	nP:9	nR:54	nF:0	node:[6744]	I -> R
T:1.966	nS:9745	nQ:0	nE:90	nI:101	nP:9	nR:55	nF:0	node:[2465]	E -> I
T:1.971	nS:9745	nQ:0	nE:89	nI:102	nP:9	nR:55	nF:0	node:[7357]	S -> E
T:1.978	nS:9744	nQ:0	nE:90	nI:102	nP:9	nR:55	nF:0	node:[2290]	S -> E
T:1.982	nS:9743	nQ:0	nE:91	nI:102	nP:9	nR:55	nF:0	node:[5607]	S -> E
T:2.017	nS:9742	nQ:0	nE:92	nI:102	nP:9	nR:55	nF:0	node:[2213]	S -> E
T:2.042	nS:9741	nQ:0	nE:93	nI:102	nP:9	nR:55	nF:0	node:[6188]	S -> E
T:2.057	nS:9740	nQ:0	nE:94	nI:102	nP:9	nR:55	nF:0	node:[3266]	E -> I
T:2.058	nS:9740	nQ:0	nE:93	nI:103	nP:9	nR:55	nF:0	node:[4820]	E -> I
T:2.064	nS:9740	nQ:0	nE:92	nI:104	nP:9	nR:55	nF:0	node:[4663]	S -> E
T:2.070	nS:9739	nQ:0	nE:93	nI:104	nP:9	nR:55	nF:0	node:[2795]	S -> E
T:2.082	nS:9738	nQ:0	nE:94	nI:104	nP:9	nR:55	nF:0	node:[6983]	E -> I
T:2.093	nS:9738	nQ:0	nE:93	nI:105	nP:9	nR:55	nF:0	node:[7263]	I -> R
T:2.102	nS:9738	nQ:0	nE:93	nI:104	nP:9	nR:56	nF:0	node:[826]	E -> I
T:2.110	nS:9738	nQ:0	nE:92	nI:105	nP:9	nR:56	nF:0	node:[3569]	S -> E
T:2.119	nS:9737	nQ:0	nE:93	nI:105	nP:9	nR:56	nF:0	node:[3645]	S -> E
T:2.123	nS:9736	nQ:0	nE:94	nI:105	nP:9	nR:56	nF:0	node:[1405]	E -> I
T:2.135	nS:9736	nQ:0	nE:93	nI:106	nP:9	nR:56	nF:0	node:[60]	S -> E
T:2.140	nS:9735	nQ:0	nE:94	nI:106	nP:9	nR:56	nF:0	node:[7686]	E -> I
T:2.196	nS:9735	nQ:0	nE:93	nI:107	nP:9	nR:56	nF:0	node:[9661]	I -> R
T:2.209	nS:9735	nQ:0	nE:93	nI:106	nP:9	nR:57	nF:0	node:[3857]	S -> E
T:2.210	nS:9734	nQ:0	nE:94	nI:106	nP:9	nR:57	nF:0	node:[6022]	S -> E
T:2.220	nS:9733	nQ:0	nE:95	nI:106	nP:9	nR:57	nF:0	node:[6996]	E -> I
T:2.221	nS:9733	nQ:0	nE:94	nI:107	nP:9	nR:57	nF:0	node:[8478]	S -> E
T:2.222	nS:9732	nQ:0	nE:95	nI:107	nP:9	nR:57	nF:0	node:[5195]	E -> I
T:2.231	nS:9732	nQ:0	nE:94	nI:108	nP:9	nR:57	nF:0	node:[5238]	E -> I
T:2.242	nS:9732	nQ:0	nE:93	nI:109	nP:9	nR:57	nF:0	node:[8381]	E -> I
T:2.246	nS:9732	nQ:0	nE:92	nI:110	nP:9	nR:57	nF:0	node:[4735]	I -> R
T:2.281	nS:9732	nQ:0	nE:92	nI:109	nP:9	nR:58	nF:0	node:[2897]	P -> R
T:2.282	nS:9732	nQ:0	nE:92	nI:109	nP:8	nR:59	nF:0	node:[8729]	E -> I
T:2.295	nS:9732	nQ:0	nE:91	nI:110	nP:8	nR:59	nF:0	node:[2978]	E -> I
T:2.296	nS:9732	nQ:0	nE:90	nI:111	nP:8	nR:59	nF:0	node:[2122]	S -> E
T:2.309	nS:9731	nQ:0	nE:91	nI:111	nP:8	nR:59	nF:0	node:[1550]	S -> E
T:2.312	nS:9730	nQ:0	nE:92	nI:111	nP:8	nR:59	nF:0	node:[406]	S -> E
T:2.333	nS:9729	nQ:0	nE:93	nI:111	nP:8	nR:59	nF:0	node:[5010]	S -> E
T:2.334	nS:9728	nQ:0	nE:94	nI:111	nP:8	nR:59	nF:0	node:[3444]	S -> E
T:2.343	nS:9727	nQ:0	nE:95	nI:111	nP:8	nR:59	nF:0	node:[6277]	S -> E
T:2.349	nS:9726	nQ:0	nE:96	nI:111	nP:8	nR:59	nF:0	node:[7997]	I -> R
T:2.379	nS:9726	nQ:0	nE:96	nI:110	nP:8	nR:60	nF:0	node:[5010]	E -> I
T:2.380	nS:9726	nQ:0	nE:95	nI:111	nP:8	nR:60	nF:0	node:[2934]	I -> R
T:2.383	nS:9726	nQ:0	nE:95	nI:110	nP:8	nR:61	nF:0	node:[3671]	S -> E
T:2.384	nS:9725	nQ:0	nE:96	nI:110	nP:8	nR:61	nF:0	node:[168]	S -> E
T:2.409	nS:9724	nQ:0	nE:97	nI:110	nP:8	nR:61	nF:0	node:[6277]	E -> I
T:2.419	nS:9724	nQ:0	nE:96	nI:111	nP:8	nR:61	nF:0	node:[1840]	S -> E
T:2.419	nS:9723	nQ:0	nE:97	nI:111	nP:8	nR:61	nF:0	node:[6996]	I -> R
T:2.427	nS:9723	nQ:0	nE:97	nI:110	nP:8	nR:62	nF:0	node:[9498]	S -> E
T:2.434	nS:9722	nQ:0	nE:98	nI:110	nP:8	nR:62	nF:0	node:[8752]	I -> P
T:2.468	nS:9722	nQ:0	nE:98	nI:109	nP:9	nR:62	nF:0	node:[9642]	S -> E
T:2.476	nS:9721	nQ:0	nE:99	nI:109	nP:9	nR:62	nF:0	node:[4637]	S -> E
T:2.505	nS:9720	nQ:0	nE:100	nI:109	nP:9	nR:62	nF:0	node:[2379]	S -> E
T:2.507	nS:9719	nQ:0	nE:101	nI:109	nP:9	nR:62	nF:0	node:[7926]	S -> E
T:2.517	nS:9718	nQ:0	nE:102	nI:109	nP:9	nR:62	nF:0	node:[419]	S -> E
T:2.527	nS:9717	nQ:0	nE:103	nI:109	nP:9	nR:62	nF:0	node:[8285]	E -> I
T:2.532	nS:9717	nQ:0	nE:102	nI:110	nP:9	nR:62	nF:0	node:[7250]	I -> R
T:2.543	nS:9717	nQ:0	nE:102	nI:109	nP:9	nR:63	nF:0	node:[6239]	S -> E
T:2.545	nS:9716	nQ:0	nE:103	nI:109	nP:9	nR:63	nF:0	node:[2659]	I -> R
T:2.549	nS:9716	nQ:0	nE:103	nI:108	nP:9	nR:64	nF:0	node:[3007]	E -> I
T:2.558	nS:9716	nQ:0	nE:102	nI:109	nP:9	nR:64	nF:0	node:[1603]	E -> I
T:2.583	nS:9716	nQ:0	nE:101	nI:110	nP:9	nR:64	nF:0	node:[8519]	E -> I
T:2.620	nS:9716	nQ:0	nE:100	nI:111	nP:9	nR:64	nF:0	node:[6594]	I -> R
T:2.621	nS:9716	nQ:0	nE:100	nI:110	nP:9	nR:65	nF:0	node:[24]	S -> E
T:2.621	nS:9715	nQ:0	nE:101	nI:110	nP:9	nR:65	nF:0	node:[8519]	I -> R
T:2.621	nS:9715	nQ:0	nE:101	nI:109	nP:9	nR:66	nF:0	node:[7028]	S -> E
T:2.623	nS:9714	nQ:0	nE:102	nI:109	nP:9	nR:66	nF:0	node:[2496]	I -> R
T:2.628	nS:9714	nQ:0	nE:102	nI:108	nP:9	nR:67	nF:0	node:[6113]	S -> E
T:2.634	nS:9713	nQ:0	nE:103	nI:108	nP:9	nR:67	nF:0	node:[5454]	S -> E
T:2.684	nS:9712	nQ:0	nE:104	nI:108	nP:9	nR:67	nF:0	node:[470]	S -> E
T:2.704	nS:9711	nQ:0	nE:105	nI:108	nP:9	nR:67	nF:0	node:[492]	E -> I
T:2.719	nS:9711	nQ:0	nE:104	nI:109	nP:9	nR:67	nF:0	node:[7323]	S -> E
T:2.749	nS:9710	nQ:0	nE:105	nI:109	nP:9	nR:67	nF:0	node:[7148]	I -> R
