T:0.012	nS:9950	nE:0	nI:50	nR:0	nF:0	node:[2109]	S -> E
T:0.021	nS:9949	nE:1	nI:50	nR:0	nF:0	node:[8379]	S -> E
T:0.038	nS:9948	nE:2	nI:50	nR:0	nF:0	node:[8945]	S -> E
T:0.068	nS:9947	nE:3	nI:50	nR:0	nF:0	node:[4461]	S -> E
T:0.086	nS:9946	nE:4	nI:50	nR:0	nF:0	node:[6036]	I -> R
T:0.131	nS:9946	nE:4	nI:49	nR:1	nF:0	node:[2222]	I -> R
T:0.160	nS:9946	nE:4	nI:48	nR:2	nF:0	node:[443]	S -> E
T:0.162	nS:9945	nE:5	nI:48	nR:2	nF:0	node:[9555]	S -> E
T:0.296	nS:9944	nE:6	nI:48	nR:2	nF:0	node:[8994]	I -> R
T:0.309	nS:9944	nE:6	nI:47	nR:3	nF:0	node:[6994]	S -> E
T:0.310	nS:9943	nE:7	nI:47	nR:3	nF:0	node:[449]	S -> E
T:0.326	nS:9942	nE:8	nI:47	nR:3	nF:0	node:[1512]	S -> E
T:0.356	nS:9941	nE:9	nI:47	nR:3	nF:0	node:[312]	S -> E
T:0.375	nS:9940	nE:10	nI:47	nR:3	nF:0	node:[2897]	I -> R
T:0.404	nS:9940	nE:10	nI:46	nR:4	nF:0	node:[1871]	I -> R
T:0.408	nS:9940	nE:10	nI:45	nR:5	nF:0	node:[9568]	S -> E
T:0.420	nS:9939	nE:11	nI:45	nR:5	nF:0	node:[3264]	I -> R
T:0.454	nS:9939	nE:11	nI:44	nR:6	nF:0	node:[7516]	S -> E
T:0.466	nS:9938	nE:12	nI:44	nR:6	nF:0	node:[2979]	S -> E
T:0.480	nS:9937	nE:13	nI:44	nR:6	nF:0	node:[3510]	S -> E
T:0.490	nS:9936	nE:14	nI:44	nR:6	nF:0	node:[8291]	I -> R
T:0.536	nS:9936	nE:14	nI:43	nR:7	nF:0	node:[4931]	S -> E
T:0.583	nS:9935	nE:15	nI:43	nR:7	nF:0	node:[755]	I -> R
T:0.597	nS:9935	nE:15	nI:42	nR:8	nF:0	node:[5072]	I -> R
