T:0.014	nS:9950	nE:0	nI:50	nR:0	nF:0	node:[9559]	S -> E
T:0.043	nS:9949	nE:1	nI:50	nR:0	nF:0	node:[9833]	S -> E
T:0.123	nS:9948	nE:2	nI:50	nR:0	nF:0	node:[9505]	S -> E
T:0.167	nS:9947	nE:3	nI:50	nR:0	nF:0	node:[4496]	S -> E
T:0.195	nS:9946	nE:4	nI:50	nR:0	nF:0	node:[6285]	S -> E
T:0.195	nS:9945	nE:5	nI:50	nR:0	nF:0	node:[3010]	S -> E
T:0.246	nS:9944	nE:6	nI:50	nR:0	nF:0	node:[3672]	S -> E
T:0.267	nS:9943	nE:7	nI:50	nR:0	nF:0	node:[2314]	S -> E
T:0.328	nS:9942	nE:8	nI:50	nR:0	nF:0	node:[2019]	S -> E
T:0.372	nS:9941	nE:9	nI:50	nR:0	nF:0	node:[3219]	I -> R
T:0.437	nS:9941	nE:9	nI:49	nR:1	nF:0	node:[1414]	S -> E
T:0.438	nS:9940	nE:10	nI:49	nR:1	nF:0	node:[8736]	I -> R
T:0.452	nS:9940	nE:10	nI:48	nR:2	nF:0	node:[578]	S -> E
T:0.488	nS:9939	nE:11	nI:48	nR:2	nF:0	node:[4418]	S -> E
T:0.547	nS:9938	nE:12	nI:48	nR:2	nF:0	node:[6212]	S -> E
T:0.624	nS:9937	nE:13	nI:48	nR:2	nF:0	node:[8540]	S -> E
T:0.660	nS:9936	nE:14	nI:48	nR:2	nF:0	node:[1423]	S -> E
T:0.675	nS:9935	nE:15	nI:48	nR:2	nF:0	node:[4857]	S -> E
T:0.686	nS:9934	nE:16	nI:48	nR:2	nF:0	node:[8540]	E -> I
T:0.720	nS:9934	nE:15	nI:49	nR:2	nF:0	node:[8922]	S -> E
T:0.825	nS:9933	nE:16	nI:49	nR:2	nF:0	node:[71]	S -> E
T:0.835	nS:9932	nE:17	nI:49	nR:2	nF:0	node:[9833]	E -> I
T:0.836	nS:9932	nE:16	nI:50	nR:2	nF:0	node:[8796]	S -> E
T:0.850	nS:9931	nE:17	nI:50	nR:2	nF:0	node:[3426]	S -> E
T:0.851	nS:9930	nE:18	nI:50	nR:2	nF:0	node:[3560]	I -> R
T:0.861	nS:9930	nE:18	nI:49	nR:3	nF:0	node:[2732]	I -> R
T:0.886	nS:9930	nE:18	nI:48	nR:4	nF:0	node:[8999]	S -> E
T:0.889	nS:9929	nE:19	nI:48	nR:4	nF:0	node:[8922]	E -> I
T:0.908	nS:9929	nE:18	nI:49	nR:4	nF:0	node:[9951]	S -> E
T:0.930	nS:9928	nE:19	nI:49	nR:4	nF:0	node:[296]	S -> E
T:0.962	nS:9927	nE:20	nI:49	nR:4	nF:0	node:[4531]	S -> E
T:0.975	nS:9926	nE:21	nI:49	nR:4	nF:0	node:[2124]	S -> E
T:1.006	nS:9925	nE:22	nI:49	nR:4	nF:0	node:[9317]	S -> E
T:1.021	nS:9924	nE:23	nI:49	nR:4	nF:0	node:[1423]	E -> I
T:1.042	nS:9924	nE:22	nI:50	nR:4	nF:0	node:[5782]	S -> E
T:1.063	nS:9923	nE:23	nI:50	nR:4	nF:0	node:[2222]	I -> R
T:1.072	nS:9923	nE:23	nI:49	nR:5	nF:0	node:[7221]	I -> R
T:1.081	nS:9923	nE:23	nI:48	nR:6	nF:0	node:[2376]	S -> E
T:1.085	nS:9922	nE:24	nI:48	nR:6	nF:0	node:[9827]	S -> E
T:1.140	nS:9921	nE:25	nI:48	nR:6	nF:0	node:[2292]	I -> R
T:1.155	nS:9921	nE:25	nI:47	nR:7	nF:0	node:[1113]	S -> E
T:1.164	nS:9920	nE:26	nI:47	nR:7	nF:0	node:[8999]	E -> I
